,name,average_precision,accuracy,f1,roc_auc,overfit
0,Tabular,0.006287698146244804,0.993274521886723,0.0,0.46202069446427296,0.9304600477765291
1,GraphSAGE_shallow,0.004852023314375084,0.993274521886723,0.0,0.36095252683041423,0.7166673618001387
2,GraphSAGE_medium,0.011480328440792881,0.993274521886723,0.0,0.6661369731053001,1.317615152167824
3,GraphSAGE_deep,0.012162772798947055,0.993274521886723,0.0,0.6760336518285575,1.34130502610023
4,RelGNN_shallow,0.00610913462261157,0.993274521886723,0.0,0.46631395633296924,0.925955235612938
5,RelGNN_medium,0.005944884956046578,0.993274521886723,0.0,0.4561541911092475,0.9052515900736278
6,RelGNN_deep,0.006638686683561981,0.993274521886723,0.0,0.4987139195659943,0.9876893986988563
7,DBFormer_shallow,0.007065728670323573,0.993274521886723,0.0,0.5502909790790358,1.0961536381601416
8,DBFormer_medium,0.00767884045661548,0.993274521886723,0.0,0.5238644152185845,1.0370344821940725
9,DBFormer_deep,0.007243875883638177,0.993274521886723,0.0,0.5329316936829918,1.0602269251643033
10,GraphSAGE-boost,0.008974676428896752,0.993274521886723,0.0,0.6193248972009838,1.225580211045532
11,GraphSAGE-rev_boost,0.009544733016918616,0.993274521886723,0.0,0.6399112173944982,1.2702519941405943
12,RelGNN-boost,0.00631442507080925,0.993274521886723,0.0,0.481184123123514,0.9561896197393556
13,RelGNN-rev_boost,0.008134434825756449,0.993274521886723,0.0,0.5611788521819733,1.1115123674810508
14,DBFormer-boost,0.008396211203043694,0.993274521886723,0.0,0.5629019834811787,1.1253555760571312
15,DBFormer-rev_boost,0.006372630012919836,0.993274521886723,0.0,0.48539253244069,0.9726630162378098
16,GraphSAGE+RelGNN-boost,0.005040255032620861,0.993274521886723,0.0,0.37974180704996763,0.7527451998722375
17,GraphSAGE+DBFormer-boost,0.006467995130292134,0.993274521886723,0.0,0.4962967906974094,0.9898057139445755
18,RelGNN+DBFormer-boost,0.006401318766849622,0.993274521886723,0.0,0.48806168522406435,0.9646484074059716
