,name,r2,mae,rmse,overfit
0,Tabular,-0.34054888749166223,0.546890477578913,1.085055510515448,0.8273963147407164
1,GraphSAGE_shallow,-0.34053802490234375,0.546893298625946,1.08505117893219,0.8273982640713705
2,GraphSAGE_medium,-0.3404620885848999,0.5469132661819458,1.0850205421447754,0.8274118344372337
3,GraphSAGE_deep,-0.34045839309692383,0.546914279460907,1.0850189924240112,0.8274127705106763
4,RelGNN_shallow,-0.3404892683029175,0.5469061136245728,1.085031509399414,0.8274071316052239
5,RelGNN_medium,-0.34053874015808105,0.5468931794166565,1.085051417350769,0.8273982329422149
6,RelGNN_deep,-0.34034860134124756,0.546943187713623,1.0849745273590088,0.8274326288484517
7,DBFormer_shallow,-0.34017932415008545,0.546987771987915,1.084905982017517,0.8274632927097573
8,DBFormer_medium,-0.3403034210205078,0.5469551086425781,1.0849562883377075,0.8274408144432515
9,DBFormer_deep,-0.340431809425354,0.5469212532043457,1.085008144378662,0.8274172773530196
10,GraphSAGE-boost,-0.08013196788484889,0.6453766065795336,0.9739777560960825,0.8898925520964954
11,GraphSAGE-rev_boost,-0.07272467746920364,0.6655368116798587,0.9706323558099262,0.9341547163866918
12,RelGNN-boost,-0.0892610741981168,0.635428358703901,0.9780850495721345,0.8780146210799342
13,RelGNN-rev_boost,-0.1123634009497263,0.6232387760051302,0.9884028163837448,0.8689162540690303
14,DBFormer-boost,-0.10226088845370973,0.6279681670747781,0.9839042293480449,0.8683719900310628
