,name,r2,mae,rmse,overfit
0,Tabular,0.1002097036005474,45.02916175653249,630.4330768716242,1.177658735475446
1,GraphSAGE_shallow,0.0793730068156319,47.59095863792427,637.6908577049546,1.2661255139018297
2,GraphSAGE_medium,0.0333199269713773,51.30870410256584,653.4460267904939,1.230201088710248
3,GraphSAGE_deep,0.0361762173982542,51.2857808722169,652.4799303385073,1.2421832852309325
4,RelGNN_shallow,0.0029851061295363,59.85756057588698,663.6195344743498,1.1874205945260663
5,RelGNN_medium,0.0111786712883421,59.94828323811211,660.8870640965545,1.1931966234451763
6,RelGNN_deep,0.0062267760316671,60.74357549189115,662.5398179366442,1.190696344061662
7,DBFormer_shallow,0.0232573631147086,59.63570520591581,656.8382139727726,1.2643476660113162
8,DBFormer_medium,-0.0014186831395097,62.5851056997514,665.0835149141822,1.1754534389227205
9,DBFormer_deep,0.0149180991288735,59.32461791931512,659.6362413690263,1.1828814500553098
10,RelGT_shallow,0.18864223715675632,42.48763116850047,598.6521359566754,1.2280742391983936
11,RelGT_medium,0.2244670349773341,42.637981676258335,585.2864500758957,1.2018210792846542
12,RelGT_deep,0.24023931929059528,43.05676622137263,579.3042912258833,1.203051694192278
13,GraphSAGE-boost,0.0570245965554416,48.78719616899532,645.3844851666468,1.2398030842981067
14,GraphSAGE-rev_boost,0.0628201641403376,47.9972613072397,643.3981479644805,1.236731451054139
15,RelGNN-boost,0.0083597828480639,59.14256861009108,661.8284076053958,1.1963769895233904
16,RelGNN-rev_boost,0.0093334109515442,59.40049817616448,661.5034243244346,1.1976578795588042
17,DBFormer-boost,0.0050908792269918,60.19996602160288,662.9183559749731,1.1953550868436795
18,DBFormer-rev_boost,0.0058224768008747,59.44503391592318,662.6745755925475,1.1921276060333164
19,RelGT-boost,0.22874395421296412,41.66770903810096,583.6703462218287,1.226123171087842
