,name,r2,mae,rmse,overfit
0,Tabular,-0.0349523532132152,5.214566566753047,7.937063248718411,1.2420594637848743
1,GraphSAGE_shallow,-2.138622420854172,12.57045101691149,13.821946236470875,0.816917890750462
2,GraphSAGE_medium,-7.405433775890241,21.66264821431356,22.619329566120133,0.9203217325958688
3,GraphSAGE_deep,-257.1268642200687,125.10855120813062,125.3476700389619,0.9809584837277652
4,RelGNN_shallow,-0.8469351006773607,9.003787469007298,10.602919898589583,0.7512083211965334
5,RelGNN_medium,-20.92792797734301,35.83082674982067,36.53410402171984,0.9212827817625526
6,RelGNN_deep,-257.4537600308847,125.18413051826036,125.42701602939674,0.9780899407724668
7,DBFormer_shallow,-0.2729587496280454,5.912140928104728,8.802516102521716,1.1253933513485328
8,DBFormer_medium,-0.1574686596624472,5.7517268928939,8.393716239882036,1.1001519105295765
9,DBFormer_deep,-0.116893507435263,5.672678324990644,8.245282615535057,1.1344251840612098
10,RelGT_shallow,-24.410246350141634,38.63048110322324,39.32820280033715,0.9562031637123344
11,RelGT_medium,-4.018893095730436,16.185020949312314,17.478478937398346,0.842179238148961
12,RelGT_deep,-2.915146828186304,13.930756772587637,15.437383383233145,0.8422663079742253
13,GraphSAGE-boost,-1.199009834810342,10.14839656200511,11.569464259392776,0.8051110717131086
14,GraphSAGE-rev_boost,-3.818661510993227,16.04208946829701,17.12627341195186,0.8506917031511695
15,RelGNN-boost,-0.1986911396670445,6.782057229083713,8.541876942590706,0.7476860921087161
16,RelGNN-rev_boost,-4.020218150661971,16.385776075882905,17.480786061283826,0.8426524495859703
17,DBFormer-boost,-0.2033744918835356,5.814500563029636,8.558547466830353,1.132543995959575
18,DBFormer-rev_boost,-0.2229048018938009,5.84991832289078,8.627718923856511,1.155842163753124
19,RelGT-boost,-0.05425501740178862,6.081578642905466,8.010737508302773,0.893337331150833
20,RelGT-rev_boost,-0.9233938854496124,9.386694257239464,10.820162383182133,0.8603315936808297
21,All-shallow,-0.6466692739791868,7.994185328874327,10.01158534412387,0.7487132459764139
22,All-medium,-0.0017416177950149159,5.797100522788782,7.808678124746356,0.8610745283739162
23,All-deep,-0.02722784739358075,5.661759999486572,7.907388105397807,0.9773324849394903
24,All-boost,-1.4063524802099914,9.239671348463311,12.102616846509195,0.5789259841266938
25,GraphSAGE+RelGNN-boost,-0.7563715397488515,8.782787581597246,10.339698104326937,0.7695969262942951
26,GraphSAGE+DBFormer-boost,-0.0686393287998223,5.799630278757888,8.065201823022615,0.9788913695358278
27,GraphSAGE+RelGT-boost,0.02668168155390105,5.356084933224121,7.697099691661303,1.0060769606925473
28,RelGNN+DBFormer-boost,-0.1139209645880907,5.694608565328329,8.234303151049463,1.0172785792045318
29,RelGNN+RelGT-boost,-0.6963123029140992,8.596871652387716,10.161377102067753,0.917727138834676
30,DBFormer+RelGT-boost,-0.13501036908254282,6.198052825116364,8.311885988325127,0.7150259076095841
